0.000861014,-0.001308706,-0.002934535,-0.004556004,-0.007249842,0.008938815
0.001004902,-0.000481983,-0.001540672,-0.010755742,-0.014240086,0.009164989
0.002123673,0.001287701,-0.002724277,-0.008557357,-0.017442293,0.00440215
0.002968861,0.002586515,-0.000342565,-0.010270717,0.002112012,0.014171902
0.003854013,0.004314228,-0.00030369,-0.022615887,0.004151857,0.007518542
0.003785795,0.004149701,0.0009922,-0.021674322,-0.002294227,0.010829745
0.00297883,0.002078966,-0.000221547,-0.013771126,0.000650753,0.011597635
0.002010709,0.001578911,-0.000201523,-0.014726269,0.002003501,0.01317245
0.001729745,0.001461139,-0.0006596,-0.015525931,-0.011261418,0.011127473
0.000392899,-9.38E-05,-0.000725248,-0.008044782,-0.006605789,0.010332845
0.000314463,-0.001575249,-0.001810754,-0.002169149,-0.013058017,0.010078553
0.001093218,-0.001761539,-0.002037172,-0.001498835,-0.009775132,0.012656306
0.001363227,-0.000664865,-0.00134776,-0.004466654,-0.003388667,0.015723754
0.001784178,7.98E-05,-0.002142629,-0.00615531,-0.008649583,0.011684143
0.001732382,0.000991809,-0.00161195,-0.00441962,-0.005437066,0.01124295
0.00206507,0.00120157,-0.000318155,-0.014622345,-0.003965198,0.01488455
0.00137585,0.001482562,-0.000181358,-0.009183591,-0.004513438,0.009239914
0.001129247,0.000884651,-0.001404675,-0.010698677,-0.008173422,0.007220899
0.001057226,0.001770602,-0.000194708,-0.009115914,-0.006688478,0.013717473
0.001536816,0.000694996,-0.000835773,-0.00981702,-0.008211594,0.008741622
0.001721887,0.000565599,-0.000753439,-0.008794961,-0.005520861,0.014631639
0.001791866,0.000783747,-0.001018944,-0.010226684,-0.005682225,0.0129427
0.001705321,0.000596773,-0.001528656,-0.014108983,-0.006862791,0.012156398
0.002730169,0.000534218,-0.002496673,-0.001259537,-0.003874949,0.009311281
0.001330386,-0.000267026,-0.002453234,0.00074992,-0.005603662,0.009739885
0.00060726,-0.000454691,-0.000900699,-0.007499538,-0.011409751,0.010387283
0.000818492,0.000837584,-0.002428193,-0.00439841,-0.014226688,0.004114409
0.001747002,0.001317105,-0.000316519,-0.013922499,-0.002003535,0.013195264
0.002676513,0.000954972,-0.002460868,-0.012207953,-0.007685646,0.009994076
